smiles,tanimoto_coefficient,id
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N[C@@H](Nc2c1)[C@H]3[C@@H]4C[C@H](C3)C=C4,0.13513513513513514,11111009
Fc1cc2n(=O)c3c(n(=O)c2cc1F)CCCC3,0.12962962962962962,4245358
O[C@@H]1CC=2[C@@]([C@H]3[C@H](c4c(C3)c(c(cc4)[C@@H](C)[C@H]5NC[C@@H](C[C@@H]5O)C)C)CC2)(CC1)C,0.14772727272727273,4252747
[N+]1(CCCC[N+]2(CCCCCCC2)C)(CCCCCCC1)C,0.12,4252798
S(SCCN)CCN,0.12903225806451613,4252906
S=C1NCN2CCN(CC2)CNC(=S)C(=S)NCN3CCN(CC3)CNC1=S,0.10909090909090909,4253065
O1[C@@H]2[C@@]3([C@@]([C@@H]1CC2)(CN(C3)CC[N+](C)(C)C)C)C,0.14285714285714285,4253222
[N@+]1(CC[C@]2(CC1)C[C@H](CCC2)C)(CCC[N+](C)(C)C)C,0.1346153846153846,4253444
S1(=O)(=O)N2[C@H]3NS(=O)(=O)N[C@@H]4N1[C@@H](NS(=O)(=O)N[C@H]2CC3)CC4,0.1388888888888889,4254193
O1[C@H]2OC(O[C@@H]2[C@H]([C@H]1[C@H]3OC(OC3)(C)C)N)(C)C,0.12903225806451613,4254340
S1[C@@H](O[C@H](C[N+](C)(C)C)C1)C,0.13333333333333333,11110873
P([O-])(=O)(C1=CC[NH2+]CC1)C,0.13333333333333333,11111850
O1[C@H]2[C@H]([C@@]3([C@H]([C@H]4[C@H]([C@]5([C@H](CC4)C[C@H](CC5)O)C)CC3)C2)C)[C@@H]([C@]16NC[C@H](CC6)C)C,0.14705882352941177,11112208
O1C[C@@H]([C@@H]2[C@@H]1[C@@H](ON(=O)=O)CO2)ON(=O)=O,0.14516129032258066,11112232
O[C@]12[C@@H]3[C@@]4([C@@H]5C[C@H]6[C@H]([C@H]5[C@]1(O)C[C@@H]6OC)OC)[C@@H](O)CC[C@]([C@H]4[C@@H]2OC)(CN3CC)COC,0.14606741573033707,11112375
N1(C[C@@]23[C@@H]([C@H]4[C@H]([C@@]5(C(=CC4)C[C@@H](N(C)C)CC5)C)CC2)CC[C@@H]3[C@H]1C)C,0.1375,11112407
S1[C@@H]2[C@H]1C[C@@H]3[C@]([C@@H]4[C@H]([C@@H]5[C@]([C@H](O)CC5)(CC4)C)CC3)(C2)C,0.14925373134328357,11112515
O1CCNCCNCCNCC1,0.14705882352941177,14729662
S=C1NCCOCCOCCOCCN1,0.14,14735103
O1C23OC(C(C(C2CCCC3)(C1=N)C#N)(C#N)C#N)CC,0.14102564102564102,14737260
O=N(=O)C12C(C3(N(=O)=O)CN(C4(N(C1)C3)CCCC4)C2)(C)C,0.14516129032258066,17408252
O1C(O[C@@H]2[C@H]1[C@@H](O)[C@@H](O2)[C@H](O)CON=C(C)C)(C)C,0.14705882352941177,26750729
O1C[C@@H](n2nnc(c2)[C@@H](ON=C(C)C)C)[C@@H](O)C1,0.14285714285714285,26750732
O=C1C(=CCCC1)[C@H]2CC(=O)CCC2,0.14545454545454545,26751170
