smiles,tanimoto_coefficient,id
O1c2c3c(nc(O)c2C=CC1(C)C)ccc(OC)c3,0.25,846220
S(C1=NCCN1)CC(=O)O,0.32558139534883723,846406
n1c(nc(nc1N(C)C)N(C)C)N(C)C,0.16216216216216217,855523
[nH]1c2c(c3c1cccc3)ccnc2,0.24,855536
O=C(O)CC1(CCCCC1)CN,0.23529411764705882,855579
O(c1c(OC)cccc1)CC(O)COC(=O)N,0.3333333333333333,855587
O=C(O)C(c1ccc(cc1)CC(C)C)C,0.3157894736842105,855602
Ic1c2c(nccc2)c(O)c(I)c1,0.2558139534883721,855609
O(Cc1n(c(N(=O)=O)cn1)C)C(=O)N,0.24489795918367346,855618
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,0.26666666666666666,855646
S(=O)(=O)(Nc1ncccc1)c2ccc(N)cc2,0.3181818181818182,855656
S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(c1)C(=O)O,0.32142857142857145,855675
Brc1cc(C(=O)c2c3c(oc2CC)cccc3)cc(Br)c1O,0.29310344827586204,855676
Clc1ccc(C(=O)n2c3c(c(c2C)CC(OCC(=O)O)=O)cc(OC)cc3)cc1,0.2777777777777778,855677
O(c1c2c(C(=O)c3c(C2=O)c(OC(=O)C)ccc3)cc(c1)C(=O)O)C(=O)C,0.28888888888888886,855680
S(=O)(=O)(CCn1c(N(=O)=O)cnc1C)CC,0.20967741935483872,855690
S(=O)(=O)(Nc1nnc(OC)cc1)c2ccc(N)cc2,0.32608695652173914,855697
S(c1cc2nc([nH]c2cc1)NC(OC)=O)c3ccccc3,0.3090909090909091,855748
S(=O)(=O)(NC(=O)NCCCC)c1ccc(cc1)C,0.32727272727272727,855782
Fc1c(-c2cc(c(O)cc2)C(=O)O)ccc(F)c1,0.2857142857142857,855794
S(c1cc2nc([nH]c2cc1)NC(OC)=O)CCC,0.2857142857142857,855809
S1(=O)(=O)N(C(=C(O)c2c1cccc2)C(=O)Nc3sc(cn3)C)C,0.2608695652173913,855815
S(=O)(=O)(Nc1ncccn1)c2ccc(N)cc2,0.34146341463414637,855872
O=C1c2c(C(=O)c3c1c(O)ccc3)cc(cc2O)C(=O)O,0.3333333333333333,855879
S1(=O)(=O)NCNc2c1cc(S(=O)(=O)N)c(c2)C(F)(F)F,0.19047619047619047,855883
O(C(=O)[C@@]1(N([C@@H](C=C1)C)C(=O)C)Cc2ccccc2)C,0.2916666666666667,17385557
O(C(=O)[C@@]1(N([C@@H](C=C1)C)C(OC)=O)Cc2ccccc2)C,0.2916666666666667,17385559
O=C(NC)[C@@]1(N([C@@H](C=C1)C)C(=O)C)Cc2ccccc2,0.2916666666666667,17385577
O(C(=O)N1[C@](C=C[C@H]1C)(C(=O)O)Cc2ccccc2)C,0.2923076923076923,17385580
O=C(NCCOC)[C@@]1(N([C@@H](C=C1)C)C(OC)=O)Cc2ccccc2,0.3157894736842105,17385585
O=C1/C(/Nc2c1cccc2)=C\3/Nc4c(C3=O)cccc4,0.2857142857142857,17388669
O=C(O)/C(=C/[C@H]1C=2[C@@]([C@@H](CC1)C)(CCC2C)[H])/C,0.1864406779661017,17388672
P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,0.3333333333333333,17388679
P(OCC)(OCC)(OCC)=O,0.23333333333333334,17388682
Br/C(=C(/Br)\CO)/CO,0.12,17388688
S1SCCC1CCCCC(=O)O,0.2702702702702703,17388693
Oc1c(C(C)(C)C)cc(O)cc1,0.28888888888888886,17388706
SC(C(C(C(C)C)(C)C)(C)C)(C)C,0.11904761904761904,17388711
OC(c1ccc(O)cc1)CNC,0.2972972972972973,17388717
O=C1C(=C(C)C)CCC(C1)C,0.2222222222222222,17388750
S(=O)(=O)(N)c1ccc(cc1)C,0.30952380952380953,17388752
Oc1cc(C(C)(C)C)ccc1O,0.3225806451612903,17388754
Clc1c(nc(Cl)c(Cl)c1N)C(=O)O,0.3333333333333333,17388775
ClP(Cl)(OCC)=O,0.21875,17388777
Brc1c(Oc2c(Br)cc(Br)cc2)cc(Br)c(Br)c1,0.2127659574468085,17388792
Brc1ccc(cc1)C,0.2564102564102564,17388797
Oc1c(C(CC)C)cccc1,0.2857142857142857,17388813
Brc1c(cccc1)C,0.2631578947368421,17388840
OC1(O)C(=O)c2c(C1=O)cccc2,0.2916666666666667,17388857
O=C1Nc2c(N(c3ncccc31)C4CC4)nccc2C,0.21212121212121213,17388862
S(=O)(=O)(NCC)c1ccc(cc1)C,0.3404255319148936,17388864
O=C(NCNC(=O)C=C)C=C,0.21212121212121213,17388877
O=Nc1ccc(N(C)C)cc1,0.23404255319148937,17388881
O=C(N(c1ccccc1)CC)N(c2ccccc2)CC,0.3469387755102041,17388884
N(c1ccc(N(C)C)cc1)(C)C,0.28205128205128205,17388885
N(CCCCCCN(C)C)(C)C,0.25,17388886
S(OCCCCOS(=O)(=O)C)(=O)(=O)C,0.19444444444444445,17388889
O(c1c(C(C)(C)C)cc(N(=O)=O)c(c1N(=O)=O)C)C,0.2558139534883721,17388891
S(C(=O)N1CCCCCC1)CC,0.2765957446808511,17388896
O(OC(OO)(CC)C)C(OO)(CC)C,0.25,17388919
o1c2c(c(c1)C)CCC(C2)C,0.18055555555555555,17388929
Oc1nnc(O)c2c1c(N)ccc2,0.24390243902439024,17388944
O1[C@H](CC(OC)=CC1=O)/C=C/c2ccccc2,0.32,17388956
O=C(C1(CC=2C(CCCC2CC1C)(C)C)C)C,0.25,17388966
O[C@H]1[C@]2(C(=C(C1)C)[C@@H](CC[C@H]2C)/C=C(/C(=O)O)\C)[H],0.19117647058823528,17388975
c12c3-c4c(-c1cccc2ccc3)cccc4,0.2631578947368421,17389001
S(C(=O)N(CCC)CCC)CC,0.21739130434782608,17389018
O=C1C2(C(C(C1)CC2)(C)C)C,0.2608695652173913,17389023
N(CCCCC)CCCCC,0.22580645161290322,17389033
c12c(ccc(c1C)C)cccc2,0.3055555555555556,17389035
O(C(=O)CCCC(OC)=O)C,0.2857142857142857,17389039
O(C(=O)CCCCC(OC)=O)C,0.2692307692307692,17389040
O(C(=O)C=C)CCOCCOC(=O)C=C,0.2647058823529412,17389049
P(OCC)(OCC)(=O)CC,0.21875,17389051
N(C1CCCCC1)C2CCCCC2,0.23076923076923078,17389055
ClC(Cl)=COP(OC)(OC)=O,0.16666666666666666,17389058
S1c2c(Oc3c1cccc3)cccc2,0.23809523809523808,17389063
O=C1[C@]2(C(C)(C)[C@@H](C1)CC2)C,0.2608695652173913,17389071
S1C(=S)N(CN(C1)C)C,0.14814814814814814,17389072
O=C1[C@]([C@H](O)CC2CC(=O)NC(=O)C2)(C[C@H](C[C@@H]1C)C)[H],0.17142857142857143,17389082
O(C1C(=CCC(C1)C(=C)C)C)C(=O)C,0.21311475409836064,17389118
OC1C(=CCC(C1)C(=C)C)C,0.16326530612244897,17389119
O(C(COCCC)C)CC(O)C,0.21052631578947367,17389130
c12c3-c4c(-c1cccc2c5c(c3)cccc5)cccc4,0.2777777777777778,17389163
O=C1[C@@H]([C@@]2([C@@](C2)(C1)C(C)C)[H])C,0.16326530612244897,17389182
O(C(=O)C)[C@H]1[C@]2(C(=C(C1)C)[C@@H](CC[C@H]2C)/C=C(/C(=O)O)\C)[H],0.20634920634920634,17389203
OC1(C(CC(=O)C=C1C)(C)C)/C=C/C(=C\C(=O)O)/C,0.21666666666666667,17389210
Clc1cc2[nH]c(nc2cc1)C,0.27906976744186046,17389222
S(=O)(=O)(O)c1c(O)c(cc(N)c1)C(=O)O,0.32432432432432434,17389226
N#Cc1ccc(-c2ccc(cc2)CCCCCC)cc1,0.2727272727272727,17389236
NC1CCC(CC2CCC(N)CC2)CC1,0.25925925925925924,17389257
O1/C(/c2c(C1=O)cccc2)=C/CC,0.24324324324324326,17389259
Oc1c(C(C)(C)C)cccc1,0.32142857142857145,17389307
O=C1C(C(=O)c2c1cccc2)C(=O)C(C)(C)C,0.28205128205128205,17389308
OCCN(CCCC)CCCC,0.2,17389314
O(C(=O)C(=C(c1ccccc1)c2ccccc2)C#N)CC(CCCC)CC,0.3137254901960784,17389332
O(CC(CCCC)CC)C(=O)C=C,0.2631578947368421,17389334
Clc1cc2c(cc1)cccc2,0.32142857142857145,17389341
s1c2c(nc1N)cccc2,0.3333333333333333,17389352
s1c(nc(c1)CC(=O)O)N,0.2894736842105263,17389358
s1c2c(nc1N)c(ccc2)C,0.20967741935483872,17389361
Clc1c2nc(sc2ccc1)N,0.32142857142857145,17389364
Oc1c(cc(O)c(O)c1)C(=O)CCC,0.3023255813953488,17389369
Clc1c(N)cc(Cl)cc1,0.27586206896551724,17389383
Clc1c(OCC(OCC(CCCC)CC)=O)ccc(Cl)c1,0.32,17389396
Clc1nc2c(nc1Cl)cccc2,0.2857142857142857,17389409
Clc1c(N(=O)=O)ccc(Cl)c1Cl,0.34375,17389421
Clc1c(N(=O)=O)cc(Cl)c(Cl)c1Cl,0.34375,17389422
Brc1c(Oc2c(Br)cc(Br)cc2)ccc(Br)c1,0.21818181818181817,17389432
Clc1c(-c2c(Cl)cc(Cl)c(Cl)c2)cc(Cl)c(Cl)c1,0.28,17389433
Brc1c(Oc2c(Br)cc(Br)c(Br)c2)cc(Br)c(Br)c1,0.16279069767441862,17389434
S(CCOCCOCCCC)C#N,0.225,17389438
O=N(=O)c1c2c(ccc1C)cccc2,0.30303030303030304,17389442
N1C(=N)c2c(C1=N)cc3c(c2)cccc3,0.2571428571428571,17389466
N(C1CCCCC1)=C=NC2CCCCC2,0.17857142857142858,17389467
S(c1ccccc1)CCSc2ccccc2,0.3333333333333333,17389481
Clc1c(Cl)cc(Cl)c(Cl)c1,0.3333333333333333,17389483
O(C(=O)COCCC(C)C)CC=C,0.325,17389497
c12c(cc(cc1)C)cccc2C,0.2777777777777778,17389508
Oc1ccc(cc1)CCCCCCCC,0.34285714285714286,17389518
O(CC(COC(=O)N)(CCC)C)C(=O)N,0.2702702702702703,17389535
S(P(=S)(OCC)OCC)CSC(C)(C)C,0.17073170731707318,17389554
Brc1c(Br)c(Br)c(O)c(Br)c1Br,0.2,17389565
Brc1ccc(N)cc1,0.24242424242424243,17389611
NC1(CCC(C(N)(C)C)CC1)C,0.19444444444444445,17389636
O(c1c(NCCO)ccc(N(=O)=O)c1)CCO,0.3409090909090909,17389684
S(=O)(=O)(Nc1ncccc1)c2ccc(/N=N/c3cc(c(O)cc3)C(=O)O)cc2,0.3181818181818182,17389737
Clc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,0.3333333333333333,17389771
O=NN(c1ccccc1)c2ccccc2,0.3,17389780
O=C(O)CN(CC(=O)O)CC(=O)O,0.3157894736842105,17389804
N1([C@H](c2cnccc2)CCC1)C,0.26666666666666666,17389805
O1C(=O)[C@]2([C@@]3([C@]1([C@]4([C@@]5([C@H]3C(=O)O)C[C@](O)(C(C5)=C)CC4)[H])C=C[C@@H]2O)[H])C,0.2375,17389868
O1C2(CCC(C1(C)C)CC2)C,0.19047619047619047,17389880
S=C(NNC(=S)N)N,0.25,17389902
N(=N/c1ccccc1)\c2ccc(N(C)C)cc2,0.30434782608695654,17389913
O1C(OC(=O)C)CC(OC1C)C,0.21428571428571427,17389916
O=C(NN(C)C)CCC(=O)O,0.32,17389951
O=C1c2c(C(=O)c3c1c(O)ccc3)cccc2O,0.32142857142857145,17389963
O=C1C(=CC[C@@H](C1)C(=C)C)C,0.17307692307692307,17389989
[nH]1c2c(c3c1cccc3)cccc2,0.2777777777777778,17389991
Oc1c(C(C)(C)C)cc(cc1C(C)(C)C)C,0.21739130434782608,17390001
O=N(=O)c1c(NCCO)ccc(N(CCO)CCO)c1,0.2826086956521739,17390009
O=C(C(O)c1ccccc1)c2ccccc2,0.34615384615384615,17390021
Clc1nc(nc(n1)NCC)NC(C)C,0.29411764705882354,17390035
O(C(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1)C,0.3333333333333333,17390037
O1C(=O)C(O)=C(O)[C@H]1[C@@H](O)CO,0.18032786885245902,17390038
Clc1nc(nc(Cl)n1)Nc2c(Cl)cccc2,0.2857142857142857,17390042
O=C(N(CCC)CCC)C(NC(=O)c1ccccc1)CCC(=O)O,0.3191489361702128,26747589
O=C(O)C1=CCC(CC1)C(=C)C,0.23404255319148937,26747645
O=C(O)\C=C(/C=C/C=C(/C=C/C=1C(CCCC1C)(C)C)\C)\C,0.20967741935483872,26747659
S(P(OC)(OC)=O)CCS(=O)CC,0.16279069767441862,26747705
S(P(=S)(OC)OC)CC(=O)NC,0.20454545454545456,26747707
Clc1nc(nc(n1)NC(C)C)NC(C)C,0.1590909090909091,26747715
Clc1nc(nc(n1)NCC)NCC,0.3409090909090909,26747719
O(c1nc(nc(n1)NC(C)C)NC(C)C)C,0.15254237288135594,26747727
S(c1nc(nc(n1)NC(C)C)NC(C)C)C,0.14285714285714285,26747731
S1(=O)(=O)N(C(=O)c2c(N1)cccc2)C(C)C,0.28846153846153844,26747733
Clc1c(OCCCC(=O)O)ccc(Cl)c1,0.328125,26747735
Clc1c(OCC(=O)O)cc(Cl)c(Cl)c1,0.3333333333333333,26747737
Clc1c(OCC(OC(CCCCCC)C)=O)ccc(Cl)c1,0.32432432432432434,26747745
S(/C(=N\OC(=O)NC)/C)C,0.24390243902439024,26747755
S(OC1C(Oc2ccc(C(C)(C)C)cc2)CCCC1)(OCC#C)=O,0.20967741935483872,26747761
O(C(=O)C1C(C1C=C(C)C)(C)C)Cc2cc(Oc3ccccc3)ccc2,0.3076923076923077,26747802
O=C(O)C1C(C1C=C(C)C)(C)C,0.23333333333333334,26747809
O=C1c2c(C(=O)C=C1C)c(O)ccc2,0.2571428571428571,26747815
Clc1c(C(=O)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cccc1,0.3488372093023256,26747817
Clc1ccc(CN2/C(/NCC2)=N/N(=O)=O)cc1,0.265625,26747821
O=C1[C@]2(C(C(C1)CC2)(C)C)C,0.2608695652173913,26747896
Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,0.3088235294117647,26747917
O(c1c2-c3c(C(NC(=O)C)CCc2cc(OC)c1OC)cc(=O)c(OC)cc3)C,0.29850746268656714,26747941
O=C1N(C(c2cnccc2)CC1)C,0.2978723404255319,26747948
ClC=1C=2[C@](C3C(C4[C@]([C@@](OC(=O)C)(CC4)C(=O)C)(CC3)C)C1)(C5C(C5)C(=O)C2)C,0.23376623376623376,26747959
s1c2c(c3c1cccc3)cccc2,0.2857142857142857,26747979
F[C@@]12C(C3[C@]([C@@]4(OC(OC4C3)(C)C)C(=O)COC(=O)C)(CC1O)C)CC(F)C=5[C@]2(C=CC(=O)C5)C,0.2413793103448276,26748051
O1C(O)(C(OC)=CC1=O)C(=C)C,0.22641509433962265,26748055
O(c1c(OC)cccc1)CC(O)CO,0.3090909090909091,26748064
O(C(=O)C(c1ccccc1)CO)[C@@H]2CC3N(C(C2)CC3)C,0.3469387755102041,26748084
O1CC(ON(=O)=O)C2OCC(ON(=O)=O)[C@H]12,0.15151515151515152,26748092
Oc1cc(C(O)C(N)C)ccc1O,0.2777777777777778,26748104
OC(c1cc(O)cc(O)c1)CNC(C)C,0.2978723404255319,26748125
O(c1cc2c(cc(C(C(=O)O)C)cc2)cc1)C,0.34782608695652173,26748154
O1[C@@H]([C@@H](NC(=O)N(N=O)C)C(O)C(O)C1CO)O,0.24193548387096775,26748258
O(c1c(O)cc2C(N(CCc2c1)C)Cc3ccc(O)cc3)C,0.27631578947368424,26748263
Brc1c2c(nccc2)c(O)c(Br)c1,0.2558139534883721,26748318
OC1[C@@]23C(N(c4c2cccc4)C)C5N6C(C1C(C5)C(C6O)CC)C3,0.2153846153846154,26748342
O1C(O)[C@@H](NC(=O)C)C(O)C(O)C1CO,0.2727272727272727,26748376
Ic1c(c(I)c(c(I)c1NC(=O)C)CNC(=O)C)C(=O)O,0.2222222222222222,26748392
O=C1NC(=O)NC1NC(=O)N,0.21875,26748398
O(c1c-2c3[C@](N(CCc3cc1OC)C)(Cc4c2c(O)c(OC)cc4)[H])C,0.273972602739726,26748422
O1C2OC(=O)[C@@H]([C@@]23C45[C@]1([C@@]6(O)C(OC(=O)C6C)C4O)C(OC5C(O)C3C(C)(C)C)=O)O,0.14285714285714285,26748451
