smiles,tanimoto_coefficient,id
Nc1ccc(C(c2ccc(N)cc2)=C3C=CC(=N)C=C3)cc1,0.1836734693877551,4252557
O[C@@]1([C@@]2(O)C(O)(O)c3c(C2=O)cccc3)C(O)(O)c4c(C1=O)cccc4,0.225,4253540
N(CCC=C1c2c(CCc3c1cccc3)cccc2)C,0.21568627450980393,4253930
O1[C@@H](O[C@H]2[C@@H](C=CC=CC(=O)NC[C@@H](CCC=CC=C(CC(=CC2)C)C)C)C)C[C@@H]([C@@H](NC)[C@@H]1C)O,0.2,4254403
N1(CC(=C[C@@H]2c3c4c(C[C@H]21)c[nH]c4ccc3)C)C,0.22033898305084745,11110694
N[C@H]1[C@@H]([C@@H]2C[C@H]1CC2)C(C)C,0.13953488372093023,11110700
S(c1n(cnc1N(=O)=O)C)c2ncnc3nc[nH]c23,0.21212121212121213,11110740
n1c(nc(nc1N(C)C)N(C)C)N(C)C,0.1794871794871795,11110789
Clc1ccc([C@@H]2S(=O)(=O)CCC(=O)N2C)cc1,0.22448979591836735,11110888
O[C@]1([C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)C(=O)C2)CC1)C)C(=O)COC(=O)C,0.24675324675324675,11110933
S(Cc1nc[nH]c1C)CCN/C(=N\C#N)/NC,0.20253164556962025,11110948
O1[C@]2(O[C@H]([C@@H](CC2)C)Cc3oc4c(n3)c(c(NC)cc4)C(=O)O)[C@@H](C[C@@H]([C@@H]1[C@H](C(=O)c5[nH]ccc5)C)C)C,0.17857142857142858,11110980
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N[C@@H](Nc2c1)[C@H]3[C@@H]4C[C@H](C3)C=C4,0.15,11111009
Fc1cc2c(-n3c(c(nc3)C(OCC)=O)CN(C2=O)C)cc1,0.2465753424657534,11111184
O=C(O)CC1(CCCCC1)CN,0.22727272727272727,11111218
[nH]1c2c(c3c1cccc3)ccnc2C,0.24390243902439024,11111276
O=C(c1c2n(nc1C(C)C)cccc2)C(C)C,0.23404255319148937,11111307
O=C(N[C@@H]1C=C2c3c4c(C[C@@H]2N(C1)C)c[nH]c4ccc3)N(CC)CC,0.24050632911392406,11111357
O=n1c(nc(N2CCCCC2)cc1N)N,0.2127659574468085,11111457
O1C(NC(C2CC2)C3CC3)=NCC1,0.15217391304347827,11111726
O=C1NN=C(c2ccc(/N=C(/NC#N)\NC)cc2)[C@H](C1)C,0.18333333333333332,11111797
s1c2nc(c(c(N)c2c3c1C[C@H](O)CC3)C(OCC#CC)=O)C,0.23469387755102042,11111822
O=C1N(C(=O)c2c1cccc2)[C@@H]3C(=O)NC(=O)CC3,0.2413793103448276,11111846
O=C(O)c1ccc(/C=C(/c2cc3c(C(CCC3(C)C)(C)C)cc2)\C)cc1,0.23809523809523808,11111877
Clc1cc(C(OC2C[C@@H]3N(C)[C@H](C2)CC3)=O)cc(Cl)c1,0.21666666666666667,11111927
Brc1c2nccnc2ccc1NC3=NCCN3,0.21428571428571427,11111939
o1c2c3[C@](C4=C(C2=O)[C@@H]5[C@@](C[C@@H]4OC(=O)C)(C(=O)CC5)C)([C@@H](OC(=O)c3c1)COC)C,0.2073170731707317,11111966
OC[C@@H]1[C@H]2N(CCC1)CCCC2,0.21052631578947367,11113088
O[C@@H]([C@H]1N2C[C@H]([C@@H](C1)CC2)C=C)c3c4c(ncc3)ccc(OC)c4,0.24242424242424243,11113131
O1C(=O)[C@@H]([C@@H]2[C@@H]1C=3[C@@](CC2)(C=CC(=O)C3C)C)C,0.1935483870967742,11113135
O1C(=O)/C(/C[C@@H]([C@@](O)(C(OCC=2[C@H]3N(CC[C@H]31)CC2)=O)CO)C)=C/C,0.21621621621621623,11113141
O1O[C@]2(O[C@H]3[C@@]14[C@@H]([C@H](C(O3)=O)C)CC[C@@H]([C@@H]4CC2)C)C,0.19047619047619047,11113144
O[C@H]1[C@@]([C@H]2[C@@]([C@@H](C(CC2)=C)C/C=C\3/C(OC[C@H]3O)=O)(CC1)C)(CO)C,0.19480519480519481,11113149
O[C@@H]([C@@H]1N2C[C@@H]([C@@H](C1)CC2)CC)c3c4c(ncc3)cccc4,0.24615384615384617,11113152
Clc1c2O[C@@]3(C(=O)c2c(OC)cc1OC)C(OC)=CC(=O)C[C@H]3C,0.22972972972972974,11113154
O[C@@H]([C@H]1N2C[C@H]([C@@H](C1)CC2)C=C)c3c4c(ncc3)cccc4,0.21212121212121213,11113155
O[C@]1(C(CC(=O)C=C1C)(C)C)/C=C\C(=C\C(=O)O)\C,0.17543859649122806,11113157
O1C(=O)[C@]2([C@H]3[C@@]1([C@@H]4[C@]5([C@H]3C(=O)O)C[C@@](O)(C(C5)=C)CC4)C=C[C@H]2O)C,0.21621621621621623,11113160
Oc1cc2[nH]c3c(c2cc1)CCN=C3C,0.23404255319148937,11113166
O=C(N[C@H](CO)C)[C@H]1C=C2c3c4c(C[C@H]2N(C1)C)c[nH]c4ccc3,0.24324324324324326,11113170
O[C@H]1[C@@H]2[C@H](C[C@@H](C2)O)C=CCCC[C@H](OC(=O)C=C1)C,0.21333333333333335,11113171
O[C@H]1C2=Nc3c(C[C@@H]2CC1)cccc3,0.23404255319148937,11113181
O1[C@@H]2[C@H]([C@@H]3N(C2)CC[C@H]31)NC,0.1509433962264151,11113185
O1C(=O)[C@H]([C@H]2[C@H]1[C@H]3C(C(=O)C=C3C)=C(CC2)C)C,0.18518518518518517,11113191
O(C=1[C@@H]2N(CC1)CC[C@@H]2O)C(=O)[C@@](O)([C@@H](OC)C)C(C)C,0.19444444444444445,11113196
O[C@H]([C@H]1[NH+]2C[C@H]([C@H](C1)CC2)C=C)c3c4c(ncc3)cccc4,0.18032786885245902,11113212
O1C(=O)[C@H]([C@@H]2[C@H]3[C@H]4N([C@@H](C3)[C@H]5OC(=O)[C@H](C5)C)CCCC[C@@H]4[C@H]([C@@H]21)CC)C,0.18518518518518517,11113218
O[C@@H]1[C@H]([C@H]2[C@H](CN3[C@H](C=4[NH2+]c5c(C4CC3)cccc5)C2)CC1)C(OC)=O,0.21621621621621623,11113224
O[C@]12[C@@]([C@H](CC1)C3=CC(OC3)=O)([C@H](O)C[C@@H]4[C@@H]2CC[C@@H]5[C@]4(CC[C@@H](C5)O)C)C,0.24,11113227
S1[C@H]([C@H]2NC(=O)N[C@@H]2C1)CCCCC(=O)O,0.21052631578947367,11113233
O1C(=O)[C@H]([C@H]2[C@@H]1[C@H]3C(C(=O)C=C3C)=C(C[C@@H]2O)C)C,0.1774193548387097,11113235
O1C(=O)[C@@]23[C@@]4([C@](O)(C[C@@H]2OC(=O)C3)C(C)(C)C)[C@@H]1OC(=O)[C@H]4O,0.1368421052631579,11113237
O1[C@@]23[C@@]4([C@H](OC2=O)C[C@@H]([C@@]45[C@@H]1OC(=O)[C@@H]5O)C(C)(C)C)[C@H](O)[C@H]6[C@]3(O)[C@@H](C(O6)=O)C,0.15384615384615385,11113238
O[C@@]12[C@H]3[C@H]4[C@]5([C@@H]6C[C@@H]([C@@H]([C@H]16)O)[C@H](C2)OC)[C@H]([C@@](CN4CC)(CC[C@@H]5O)C)C3,0.20238095238095238,11113239
O(C(=O)C(CC)(C)C)[C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@H]3OC(=O)C[C@@H](C3)O,0.19444444444444445,11113242
O1[C@]23[C@@]4([C@H](OC2=O)C[C@H]([C@@]45[C@H]1OC(=O)[C@@H]5O)C(C)(C)C)C[C@@H]6[C@]3(O)[C@@H](C(O6)=O)C,0.1411764705882353,11113247
OC\C=C(\C=C/C=C(/C=C\C=1C(CCCC1C)(C)C)\C)/C,0.15942028985507245,11113261
O=C1[C@@H]([C@H](CC1)CC(=O)O)C/C=C\CC,0.21568627450980393,11113268
O1[C@@]2(O)[C@H](O[C@H]3[C@@H]1[C@@H](NC)[C@H]([C@H]([C@@H]3O)NC)O)O[C@@H](CC2=O)C,0.19696969696969696,11113273
O1C(=O)[C@@H]([C@](O)([C@@](O)(C(OCC=2[C@H]3N(CC[C@@H]31)CC2)=O)C)C)C,0.19117647058823528,11113275
O=C1[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C[C@H](C[C@@H]1C)C,0.18309859154929578,11113282
OC/C(=C/CNc1ncnc2nc[nH]c21)/C,0.20689655172413793,11113291
