smiles,tanimoto_coefficient,id
Oc1c(C(C)(C)C)cc(O)cc1,0.2857142857142857,4252498
N1(CCNCC1)CCNCc2ncccc2,0.2727272727272727,4253209
Clc1ccc(NC(NC#N)=N)cc1,0.2692307692307692,4253264
Brc1cc(C(=O)c2c3c(oc2CC)cccc3)cc(Br)c1O,0.29411764705882354,4253342
S(c1ncnc2n(CC(=O)[C@@H]3[C@@]4(CC[C@@H]5[C@@H]([C@@H]4CC3)CCC=6[C@]5(CCC(=O)C6)C)C)cnc21)C,0.19148936170212766,4253546
S(CCN1CCCCC1)C(=N)N,0.27906976744186046,4253684
O1[C@@H](O[C@H]2[C@@H](C=CC=CC(=O)NC[C@@H](CCC=CC=C(CC(=CC2)C)C)C)C)C[C@@H]([C@@H](NC)[C@@H]1C)O,0.2,4254403
Fc1cc2c([nH]c(c2)C(=O)O)cc1,0.23529411764705882,11110665
O=C(O)[C@]1(N)C[C@@H](CC1)C(=O)O,0.25,11110684
S(=O)(=O)(NC(=O)NC1CCCCC1)c2ccc(cc2)C(=O)C,0.2982456140350877,11110689
O=C(O)[C@]1(N)c2c(CC1)cc(cc2)C(=O)O,0.26,11110701
S(c1n(cnc1N(=O)=O)C)c2ncnc3nc[nH]c23,0.2361111111111111,11110740
Clc1ccc([C@@](O)(CS(=O)(=O)O)CN)cc1,0.2926829268292683,11110761
SC[C@@H](NC(=O)C)C(=O)O,0.2777777777777778,11110772
n1c(nc(nc1N(C)C)N(C)C)N(C)C,0.16279069767441862,11110789
O=C1[C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C,0.2028985507246377,11110799
Brc1n[nH]c2c1cccc2N(=O)=O,0.2857142857142857,11110834
S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(c1)C(=O)O,0.2857142857142857,11110843
