smiles,tanimoto_coefficient,id
S(c1ncnc2n(CC(=O)[C@@H]3[C@@]4(CC[C@@H]5[C@@H]([C@@H]4CC3)CCC=6[C@]5(CCC(=O)C6)C)C)cnc21)C,0.19148936170212766,4253546
O1[C@@H](O[C@H]2[C@@H](C=CC=CC(=O)NC[C@@H](CCC=CC=C(CC(=CC2)C)C)C)C)C[C@@H]([C@@H](NC)[C@@H]1C)O,0.2,4254403
Fc1cc2c([nH]c(c2)C(=O)O)cc1,0.23529411764705882,11110665
S(c1n(cnc1N(=O)=O)C)c2ncnc3nc[nH]c23,0.2361111111111111,11110740
n1c(nc(nc1N(C)C)N(C)C)N(C)C,0.16279069767441862,11110789
O=C1[C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C,0.2028985507246377,11110799
O1[C@@]2([C@]3([C@@H]([C@@H]4CCC=5[C@]([C@H]4[C@@H](C3)O)(C=CC(=O)C5)C)C[C@H]2O[C@H]1CCC)C)C(=O)CO,0.15730337078651685,11110860
O1C(=O)c2c([C@@H]1[C@@H]3N(CCc4c3cc5OCOc5c4)C)ccc6OCOc26,0.23880597014925373,11110865
P(=O)(O)(O)CCCN1C[C@@H](NCC1)C(=O)O,0.21739130434782608,11110876
Clc1ccc([C@@H]2S(=O)(=O)CCC(=O)N2C)cc1,0.2463768115942029,11110888
O(c1cc2c(NC(=O)CC2)cc1)CCCCc3n(nnn3)C4CCCCC4,0.1978021978021978,11110906
Oc1c(C(C)(C)C)cc(cc1C(C)(C)C)CC(CO)(C)C,0.20408163265306123,11110910
O[C@H]1[C@H]2[C@H]([C@@H]3[C@]([C@@H](CC3)C(=O)CO)(C1)C)CCC=4[C@]2(CCC(=O)C4)C,0.18085106382978725,11110926
O[C@]1([C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)C(=O)C2)CC1)C)C(=O)COC(=O)C,0.18666666666666668,11110933
S(Cc1nc[nH]c1C)CCN/C(=N\C#N)/NC,0.234375,11110948
O1[C@]2(O[C@H]([C@@H](CC2)C)Cc3oc4c(n3)c(c(NC)cc4)C(=O)O)[C@@H](C[C@@H]([C@@H]1[C@H](C(=O)c5[nH]ccc5)C)C)C,0.20481927710843373,11110980
O(C[C@](COC(=O)N)(CCC)C)C(=O)NC(C)C,0.22641509433962265,11110998
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N[C@@H](Nc2c1)[C@H]3[C@@H]4C[C@H](C3)C=C4,0.13513513513513514,11111009
Clc1cc2S(=O)(=O)NC(=Nc2cc1)C,0.24489795918367346,11111110
O1[C@]2(N(C(=O)[C@@]1(NC(=O)[C@@H]3C=C4c5c6c(C[C@@H]4N(C3)C)c[nH]c6ccc5)C(C)C)[C@H](C(=O)N7CCC[C@H]27)Cc8ccccc8)O,0.22857142857142856,11111132
O[C@H]1[C@]2([C@@H]([C@H]3[C@@H](c4c(CC3)cc(O)cc4)CC2)CC1)C,0.17647058823529413,11111161
O=C1[C@@]2([C@H]([C@@H]3[C@H](c4c(CC3)cc(O)cc4)CC2)CC1)C,0.19402985074626866,11111162
O=C(O)CC1(CCCCC1)CN,0.2222222222222222,11111218
O[C@]1([C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)[C@@H](C2)O)CC1)C)C(=O)CO,0.16666666666666666,11111268
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,0.15789473684210525,11111269
O=C(Nc1ccc(O)cc1)/C=C(/C=C\C=C(\C=C/C=2C(CCCC2C)(C)C)/C)\C,0.22077922077922077,11111279
Brc1c(NC(=O)/C(=C(/O)\C)/C#N)cc(Br)cc1,0.23809523809523808,11111392
O[C@H]1[C@@H](N(C[C@H]([C@H]1O)O)C)CO,0.1702127659574468,11111433
O(C(=O)[C@H](CC)C)[C@H]1[C@@H]2[C@@H]([C@H](C=CC2=CCC1)C)CC[C@@H]3OC(=O)C[C@@H](C3)O,0.20238095238095238,11111439
O=n1c(nc(N2CCCCC2)cc1N)N,0.2127659574468085,11111457
Clc1c(N(CC2CC2)CCC)nc(nc1Nc3c(Cl)cc(Cl)cc3Cl)C,0.18666666666666668,11111536
FC(F)(F)c1c(N(=O)=O)ccc(N2C(=O)C(NC2=O)(C)C)c1,0.23214285714285715,11111555
O=C([C@H]1[C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C)C,0.18181818181818182,11111592
O=C1[C@H]2[C@@]3([C@@H](CC[C@@H]2[C@@H]4[C@]([C@@H](CC4)C(=O)C)(C1)C)C[C@@H](O)CC3)C,0.18571428571428572,11111636
O[C@]1([C@]2([C@@H]([C@H]3[C@@H]([C@]4(C(CC3)=CC(=O)CC4)C)CC2)CC1)C)C(=O)CO,0.19444444444444445,11111729
O=C(O)/C=C(/C=C\C=C(\C=C/C=1C(CCCC1C)(C)C)/C)\C,0.2222222222222222,11111735
O=C1NN=C(c2ccc(/N=C(/NC#N)\NC)cc2)[C@H](C1)C,0.18309859154929578,11111797
F[C@]12[C@@H]([C@@H]3[C@]([C@](O)([C@H](O)C3)C(=O)CO)(C[C@@H]1O)C)CCC=4[C@@]2(C=CC(=O)C4)C,0.17045454545454544,11111903
O(c1c(OC)cc(cc1OC)Cc2c(nc(nc2)N)N)C,0.2459016393442623,11111923
o1c2c3[C@](C4=C(C2=O)[C@@H]5[C@@](C[C@@H]4OC(=O)C)(C(=O)CC5)C)([C@@H](OC(=O)c3c1)COC)C,0.18478260869565216,11111966
O1C=2[C@](c3c1c(c(O)c(c3O)C)C(=O)C)(C(=O)[C@H](C(=O)C2)C(=O)C)C,0.18823529411764706,11113076
O=C(O)[C@@]1([C@H]2[C@](c3c(CC2)ccc(O)c3)(CCC1)C)C,0.2153846153846154,11113077
O1[C@H]2[C@@H]([C@]3([C@@H]([C@H]4[C@@H]([C@]5(C(=CC4)C[C@@H](CC5)O)C)CC3)C2)C)[C@@H]([C@@]16NC[C@H](CC6)C)C,0.16091954022988506,11113086
OC[C@@H]1[C@H]2N(CCC1)CCCC2,0.20833333333333334,11113088
Brc1c([C@H]2Nc3c(NC4=C2C(=O)CC(C4)(C)C)cccc3)c(OC)ccc1OC,0.22666666666666666,11113092
O1C(=O)[C@@H]([C@@H](Cc2n(cnc2)C)C1)CC,0.20967741935483872,11113130
O=C(O)[C@@]1([C@@H]2[C@]([C@H]3C(=CC2)C=C(CC3)C(C)C)(CCC1)C)C,0.18309859154929578,11113132
O1C(=O)[C@@H]([C@@H]2[C@@H]1C=3[C@@](CC2)(C=CC(=O)C3C)C)C,0.21428571428571427,11113135
O[C@@]1([C@H]([C@]2([C@@H](C(CCC2)(C)C)CC1)C)CC[C@](O)(C=C)C)C,0.1590909090909091,11113143
O[C@H]1[C@@]([C@H]2[C@@]([C@@H](C(CC2)=C)C/C=C\3/C(OC[C@H]3O)=O)(CC1)C)(CO)C,0.16666666666666666,11113149
O1CC=C2[C@@H]3[C@@H]4[C@@H]5[C@@]6(c7c(N5C(=O)C[C@H]41)cc(OC)c(OC)c7)[C@@H](N(CC6)C2)C3,0.20430107526881722,11113150
Clc1c2O[C@@]3(C(=O)c2c(OC)cc1OC)C(OC)=CC(=O)C[C@H]3C,0.2,11113154
